,highway,direction,segment_index,accidents,ps,lcv,hv,mc,angle,startwidth,endwidth,startlanes,endlanes,geom
55,D1_1,-,55,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.55791158022643 50.00691622237035,14.558046657384761 50.00689362842053)"
56,D1_1,-,56,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.558046657384761 50.00689362842053,14.5581817344174 50.00687103431303)"
57,D1_1,-,57,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.5581817344174 50.00687103431303,14.558316811324344 50.00684844004784)"
58,D1_1,-,58,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.558316811324344 50.00684844004784,14.558451888105592 50.00682584562503)"
59,D1_1,-,59,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.558451888105592 50.00682584562503,14.558586964761146 50.006803251044516)"
60,D1_1,-,60,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.558586964761146 50.006803251044516,14.558722041290999 50.00678065630635)"
61,D1_1,-,61,1,42412,3752,7020,302,2.0342082506482413,11.0,11.0,3,3,"LINESTRING(14.558722041290999 50.00678065630635,14.558754493937535 50.006775227808525,14.55885576146378 50.00675499065043)"
62,D1_1,-,62,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.55885576146378 50.00675499065043,14.558989052612615 50.00672835377634)"
63,D1_1,-,63,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.558989052612615 50.00672835377634,14.559122343615021 50.00670171674859)"
64,D1_1,-,64,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.559122343615021 50.00670171674859,14.559255634470988 50.006675079567216)"
65,D1_1,-,65,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.559255634470988 50.006675079567216,14.559388925180519 50.00664844223225)"
66,D1_1,-,66,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.559388925180519 50.00664844223225,14.559522215743614 50.00662180474362)"
67,D1_1,-,67,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.559522215743614 50.00662180474362,14.55965550616027 50.00659516710138)"
68,D1_1,-,68,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.55965550616027 50.00659516710138,14.559788796430487 50.006568529305525)"
69,D1_1,-,69,0,42412,3752,7020,302,0.21534312489058052,11.0,11.0,3,3,"LINESTRING(14.559788796430487 50.006568529305525,14.559907902258104 50.00654472608762,14.559921922371538 50.006541570278614)"
70,D1_1,-,70,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.559921922371538 50.006541570278614,14.560053669512973 50.006511915007835)"
71,D1_1,-,71,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.560053669512973 50.006511915007835,14.560185416493127 50.006482259586896)"
72,D1_1,-,72,0,42412,3752,7020,302,0.0055828691627837195,11.0,11.0,3,3,"LINESTRING(14.560185416493127 50.006482259586896,14.560190856151294 50.006481035149875,14.560317158827777 50.00645259574242)"
73,D1_1,-,73,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.560317158827777 50.00645259574242,14.560448900807982 50.00642293139145)"
74,D1_1,-,74,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.560448900807982 50.00642293139145,14.560580642626869 50.006393266890335)"
75,D1_1,-,75,0,42412,3752,7020,302,0.13608270987835042,11.0,11.0,3,3,"LINESTRING(14.560580642626869 50.006393266890335,14.560693765175275 50.00636779476921,14.56071227233623 50.0063634011744)"
76,D1_1,-,76,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.56071227233623 50.0063634011744,14.560843221726559 50.006332313718474)"
77,D1_1,-,77,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.560843221726559 50.006332313718474,14.560974170948787 50.006301226114154)"
78,D1_1,-,78,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.560974170948787 50.006301226114154,14.561105120002914 50.006270138361444)"
79,D1_1,-,79,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.561105120002914 50.006270138361444,14.56123606888894 50.00623905046035)"
80,D1_1,-,80,1,42412,3752,7020,302,0.29368364800668456,11.0,11.0,3,3,"LINESTRING(14.56123606888894 50.00623905046035,14.561271703118713 50.00623059068865,14.561366767997768 50.006207530385545)"
81,D1_1,-,81,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.561366767997768 50.006207530385545,14.561497373617412 50.00617584864633)"
82,D1_1,-,82,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.561497373617412 50.00617584864633,14.561627979066165 50.00614416675949)"
83,D1_1,-,83,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.561627979066165 50.00614416675949,14.56175858434403 50.006112484725016)"
84,D1_1,-,84,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.56175858434403 50.006112484725016,14.56188918945101 50.00608080254291)"
85,D1_1,-,85,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.56188918945101 50.00608080254291,14.562019794387096 50.00604912021318)"
86,D1_1,-,86,0,42412,3752,7020,302,1.6835079083634112,11.0,11.0,3,3,"LINESTRING(14.562019794387096 50.00604912021318,14.562037107274218 50.006044920414375,14.562148890054324 50.0060149807479)"
87,D1_1,-,87,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.562148890054324 50.0060149807479,14.562277754923441 50.005980465670106)"
88,D1_1,-,88,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.562277754923441 50.005980465670106,14.562406619608756 50.005945950448506)"
89,D1_1,-,89,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.562406619608756 50.005945950448506,14.56253548411027 50.00591143508311)"
90,D1_1,-,90,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.56253548411027 50.00591143508311,14.562664348427989 50.005876919573915)"
91,D1_1,-,91,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.562664348427989 50.005876919573915,14.562793212561903 50.005842403920894)"
92,D1_1,-,92,0,42412,3752,7020,302,0.29258792579708576,11.0,11.0,3,3,"LINESTRING(14.562793212561903 50.005842403920894,14.562899695269127 50.005813882882244,14.562921793372245 50.0058074666251)"
93,D1_1,-,93,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.562921793372245 50.0058074666251,14.563049026906219 50.005770523833284)"
94,D1_1,-,94,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.563049026906219 50.005770523833284,14.56317626024587 50.0057335809012)"
95,D1_1,-,95,0,42412,3752,7020,302,0.5166752502787901,11.0,11.0,3,3,"LINESTRING(14.56317626024587 50.0057335809012,14.563245395679626 50.00571350694785,14.563302965195541 50.00569590169788)"
96,D1_1,-,96,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.563302965195541 50.00569590169788,14.563429041401335 50.00565734637154)"
97,D1_1,-,97,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.563429041401335 50.00565734637154,14.563555117406107 50.00561879090744)"
98,D1_1,-,98,0,42412,3752,7020,302,-0.43319280149898987,11.0,11.0,3,3,"LINESTRING(14.563555117406107 50.00561879090744,14.56363420310535 50.00559460550701,14.56368163581141 50.00558085257478)"
99,D1_1,-,99,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.56368163581141 50.00558085257478,14.563808898930962 50.005543952983636)"
100,D1_1,-,100,1,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.563808898930962 50.005543952983636,14.563936161856372 50.005507053252195)"
101,D1_1,-,101,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.563936161856372 50.005507053252195,14.564063424587642 50.00547015338041)"
102,D1_1,-,102,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.564063424587642 50.00547015338041,14.56419068712477 50.005433253368295)"
103,D1_1,-,103,0,42412,3752,7020,302,1.3769514671139653,11.0,11.0,3,3,"LINESTRING(14.56419068712477 50.005433253368295,14.564233335963918 50.00542088721315,14.564316518597083 50.005394398557634)"
104,D1_1,-,104,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.564316518597083 50.005394398557634,14.56444162864554 50.00535455837956)"
105,D1_1,-,105,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.56444162864554 50.00535455837956,14.564566738487821 50.00531471806577)"
106,D1_1,-,106,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.564566738487821 50.00531471806577,14.564691848123935 50.00527487761627)"
107,D1_1,-,107,0,42412,3752,7020,302,0.010692890030684948,11.0,11.0,3,3,"LINESTRING(14.564691848123935 50.00527487761627,14.564813665001246 50.005236085533525,14.564816945934671 50.00523502200905)"
